,Fp,Block,Trial,Stimulus,Cue1_English,Cue2_English,Criterium_English,Response_as numeric output,condition,response_raw
6982,125,12,33,20,a lot,very much,somewhat low,40,1,somewhat low
6983,125,12,34,3,very little,average,low,30,1,low
6984,125,12,35,23,very much,average,high,30,1,low
6985,125,12,36,14,average,a lot,somewhat low,40,1,somewhat low
6986,125,12,37,24,very much,a lot,somewhat high,60,1,somewhat high
6987,125,12,38,19,a lot,a lot,normal,50,1,normal
6988,125,12,39,16,a lot,very little,very high,80,1,very high
6989,125,12,40,21,very much,very little,extremely high,90,1,extremely high
6990,125,12,41,9,a little,a lot,low,70,1,high
6991,125,12,42,1,very little,very little,normal,50,1,normal
6992,125,12,43,13,average,average,normal,50,1,normal
6993,125,12,44,10,a little,very much,very low,20,1,very low
6994,125,12,45,8,a little,average,somewhat low,60,1,somewhat high
6995,125,12,46,25,very much,very much,normal,50,1,normal
6996,125,12,47,17,a lot,a little,high,70,1,high
6997,125,12,48,6,a little,very little,somewhat high,60,1,somewhat high
6998,125,12,49,11,average,very little,high,70,1,high
6999,125,12,50,2,very little,a little,somewhat low,40,1,somewhat low
7000,126,1,1,14,3,5,30,60,2,60
7001,126,1,2,7,2,3,40,20,2,20
7002,126,1,3,11,3,2,60,40,2,40
7003,126,1,4,20,5,2,80,90,2,90
7004,126,1,5,4,1,4,20,20,2,20
7005,126,1,6,1,1,1,50,10,2,10
7006,126,1,7,15,4,1,80,30,2,30
7007,126,1,8,13,3,4,40,70,2,70
7008,126,1,9,23,5,5,50,50,2,50
7009,126,1,10,18,4,4,50,40,2,40
7010,126,1,11,19,4,5,40,80,2,80
7011,126,1,12,2,1,2,40,20,2,20
7012,126,1,13,5,2,1,60,50,2,50
7013,126,1,14,8,2,4,30,70,2,70
7014,126,1,15,9,2,5,20,70,2,70
7015,126,1,16,10,3,1,70,10,2,10
7016,126,1,17,6,2,2,50,50,2,50
7017,126,1,18,12,3,3,50,50,2,50
7018,126,1,19,3,1,3,30,70,2,70
7019,126,1,20,22,5,4,60,60,2,60
7020,126,1,21,21,5,3,70,70,2,70
7021,126,1,22,16,4,2,70,70,2,70
7022,126,1,23,17,4,3,60,60,2,60
7023,126,2,24,9,2,5,20,30,2,30
7024,126,2,25,16,4,2,70,70,2,70
7025,126,2,26,11,3,2,60,60,2,60
7026,126,2,27,13,3,4,40,40,2,40
7027,126,2,28,21,5,3,70,70,2,70
7028,126,2,29,2,1,2,40,40,2,40
7029,126,2,30,20,5,2,80,80,2,80
7030,126,2,31,10,3,1,70,70,2,70
7031,126,2,32,19,4,5,40,40,2,40
7032,126,2,33,12,3,3,50,50,2,50
7033,126,2,34,1,1,1,50,50,2,50
7034,126,2,35,15,4,1,80,80,2,80
7035,126,2,36,6,2,2,50,50,2,50
7036,126,2,37,8,2,4,30,30,2,30
7037,126,2,38,22,5,4,60,60,2,60
7038,126,2,39,4,1,4,20,20,2,20
7039,126,2,40,5,2,1,60,60,2,60
7040,126,2,41,18,4,4,50,50,2,50
7041,126,2,42,17,4,3,60,60,2,60
7042,126,2,43,14,3,5,30,30,2,30
7043,126,2,44,3,1,3,30,30,2,30
7044,126,2,45,7,2,3,40,40,2,40
7045,126,2,46,23,5,5,50,50,2,50
7046,126,3,47,20,5,2,80,80,2,80
7047,126,3,48,21,5,3,70,70,2,70
7048,126,3,49,22,5,4,60,60,2,60
7049,126,3,50,17,4,3,60,60,2,60
7050,126,3,51,23,5,5,50,50,2,50
7051,126,3,52,4,1,4,20,20,2,20
7052,126,3,53,5,2,1,60,60,2,60
7053,126,3,54,11,3,2,60,60,2,60
7054,126,3,55,10,3,1,70,70,2,70
7055,126,3,56,2,1,2,40,40,2,40
7056,126,3,57,12,3,3,50,50,2,50
7057,126,3,58,7,2,3,40,40,2,40
7058,126,3,59,19,4,5,40,40,2,40
7059,126,3,60,15,4,1,80,80,2,80
7060,126,3,61,13,3,4,40,40,2,40
7061,126,3,62,18,4,4,50,50,2,50
7062,126,3,63,14,3,5,30,30,2,30
7063,126,3,64,8,2,4,30,30,2,30
7064,126,3,65,6,2,2,50,50,2,50
7065,126,3,66,1,1,1,50,50,2,50
7066,126,3,67,16,4,2,70,70,2,70
7067,126,3,68,9,2,5,20,20,2,20
7068,126,3,69,3,1,3,30,30,2,30
7069,126,4,70,23,5,5,50,50,2,50
7070,126,4,71,1,1,1,50,50,2,50
7071,126,4,72,6,2,2,50,50,2,50
7072,126,4,73,5,2,1,60,60,2,60
7073,126,4,74,12,3,3,50,50,2,50
7074,126,4,75,2,1,2,40,40,2,40
7075,126,4,76,10,3,1,70,30,2,30
7076,126,4,77,18,4,4,50,50,2,50
7077,126,4,78,11,3,2,60,60,2,60
7078,126,4,79,16,4,2,70,70,2,70
7079,126,4,80,21,5,3,70,70,2,70
7080,126,4,81,22,5,4,60,60,2,60
7081,126,4,82,14,3,5,30,30,2,30
7082,126,4,83,8,2,4,30,40,2,40
7083,126,4,84,3,1,3,30,30,2,30
7084,126,4,85,20,5,2,80,80,2,80
7085,126,4,86,13,3,4,40,40,2,40
7086,126,4,87,19,4,5,40,40,2,40
7087,126,4,88,15,4,1,80,80,2,80
7088,126,4,89,7,2,3,40,40,2,40
7089,126,4,90,9,2,5,20,30,2,30
7090,126,4,91,4,1,4,20,20,2,20
7091,126,4,92,17,4,3,60,60,2,60
7092,126,5,93,7,2,3,40,40,2,40
7093,126,5,94,19,4,5,40,40,2,40
7094,126,5,95,18,4,4,50,50,2,50
7095,126,5,96,14,3,5,30,30,2,30
7096,126,5,97,10,3,1,70,70,2,70
7097,126,5,98,5,2,1,60,60,2,60
7098,126,5,99,21,5,3,70,70,2,70
7099,126,5,100,4,1,4,20,20,2,20
7100,126,5,101,9,2,5,20,20,2,20
7101,126,5,102,22,5,4,60,60,2,60
7102,126,5,103,12,3,3,50,50,2,50
7103,126,5,104,3,1,3,30,30,2,30
7104,126,5,105,6,2,2,50,50,2,50
7105,126,5,106,23,5,5,50,50,2,50
7106,126,5,107,20,5,2,80,80,2,80
7107,126,5,108,17,4,3,60,60,2,60
7108,126,5,109,1,1,1,50,50,2,50
7109,126,5,110,11,3,2,60,60,2,60
7110,126,5,111,13,3,4,40,40,2,40
7111,126,5,112,16,4,2,70,70,2,70
7112,126,5,113,8,2,4,30,30,2,30
7113,126,5,114,2,1,2,40,40,2,40
7114,126,5,115,15,4,1,80,80,2,80
7115,126,6,116,13,3,4,40,40,2,40
7116,126,6,117,21,5,3,70,70,2,70
7117,126,6,118,18,4,4,50,50,2,50
7118,126,6,119,20,5,2,80,80,2,80
7119,126,6,120,8,2,4,30,30,2,30
7120,126,6,121,19,4,5,40,40,2,40
7121,126,6,122,17,4,3,60,60,2,60
7122,126,6,123,11,3,2,60,60,2,60
7123,126,6,124,6,2,2,50,50,2,50
7124,126,6,125,5,2,1,60,60,2,60
7125,126,6,126,10,3,1,70,70,2,70
7126,126,6,127,1,1,1,50,50,2,50
7127,126,6,128,22,5,4,60,60,2,60
7128,126,6,129,2,1,2,40,40,2,40
7129,126,6,130,9,2,5,20,20,2,20
7130,126,6,131,16,4,2,70,70,2,70
7131,126,6,132,12,3,3,50,50,2,50
7132,126,6,133,23,5,5,50,50,2,50
7133,126,6,134,3,1,3,30,30,2,30
7134,126,6,135,4,1,4,20,20,2,20
7135,126,6,136,7,2,3,40,40,2,40
7136,126,6,137,15,4,1,80,80,2,80
7137,126,6,138,14,3,5,30,30,2,30
7138,126,7,139,5,2,1,60,60,2,60
7139,126,7,140,18,4,4,50,50,2,50
7140,126,7,141,20,5,2,80,80,2,80
7141,126,7,142,16,4,2,70,70,2,70
7142,126,7,143,12,3,3,50,50,2,50
7143,126,7,144,8,2,4,30,30,2,30
7144,126,7,145,2,1,2,40,40,2,40
7145,126,7,146,13,3,4,40,40,2,40
7146,126,7,147,11,3,2,60,60,2,60
7147,126,7,148,15,4,1,80,80,2,80
7148,126,7,149,22,5,4,60,60,2,60
7149,126,7,150,4,1,4,20,20,2,20
7150,126,7,151,3,1,3,30,30,2,30
7151,126,7,152,6,2,2,50,50,2,50
7152,126,7,153,17,4,3,60,60,2,60
7153,126,7,154,9,2,5,20,20,2,20
7154,126,7,155,10,3,1,70,70,2,70
7155,126,7,156,14,3,5,30,30,2,30
7156,126,7,157,21,5,3,70,70,2,70
7157,126,7,158,7,2,3,40,40,2,40
7158,126,7,159,19,4,5,40,40,2,40
7159,126,7,160,23,5,5,50,50,2,50
7160,126,7,161,1,1,1,50,50,2,50
7161,126,8,162,1,1,1,50,50,2,50
7162,126,8,163,19,4,5,40,60,2,60
7163,126,8,164,13,3,4,40,40,2,40
7164,126,8,165,8,2,4,30,30,2,30
7165,126,8,166,14,3,5,30,30,2,30
7166,126,8,167,10,3,1,70,70,2,70
7167,126,8,168,7,2,3,40,40,2,40
7168,126,8,169,4,1,4,20,20,2,20
7169,126,8,170,20,5,2,80,80,2,80
7170,126,8,171,3,1,3,30,30,2,30
7171,126,8,172,6,2,2,50,50,2,50
7172,126,8,173,2,1,2,40,40,2,40
7173,126,8,174,21,5,3,70,70,2,70
7174,126,8,175,18,4,4,50,50,2,50
7175,126,8,176,5,2,1,60,60,2,60
7176,126,8,177,9,2,5,20,20,2,20
7177,126,8,178,23,5,5,50,50,2,50
7178,126,8,179,22,5,4,60,60,2,60
7179,126,8,180,11,3,2,60,60,2,60
7180,126,8,181,15,4,1,80,80,2,80
7181,126,8,182,12,3,3,50,50,2,50
7182,126,8,183,17,4,3,60,60,2,60
7183,126,8,184,16,4,2,70,70,2,70
7184,126,9,185,12,3,3,50,50,2,50
7185,126,9,186,14,3,5,30,30,2,30
7186,126,9,187,1,1,1,50,50,2,50
7187,126,9,188,3,1,3,30,30,2,30
7188,126,9,189,16,4,2,70,70,2,70
7189,126,9,190,18,4,4,50,50,2,50
7190,126,9,191,19,4,5,40,40,2,40
7191,126,9,192,11,3,2,60,60,2,60
7192,126,9,193,23,5,5,50,50,2,50
7193,126,9,194,2,1,2,40,40,2,40
7194,126,9,195,15,4,1,80,80,2,80
7195,126,9,196,20,5,2,80,80,2,80
7196,126,9,197,8,2,4,30,30,2,30
7197,126,9,198,7,2,3,40,40,2,40
7198,126,9,199,5,2,1,60,60,2,60
7199,126,9,200,21,5,3,70,70,2,70
7200,126,9,201,6,2,2,50,50,2,50
7201,126,9,202,13,3,4,40,40,2,40
7202,126,9,203,9,2,5,20,20,2,20
7203,126,9,204,17,4,3,60,60,2,60
7204,126,9,205,10,3,1,70,70,2,70
7205,126,9,206,4,1,4,20,20,2,20
7206,126,9,207,22,5,4,60,60,2,60
7207,126,10,208,20,5,2,80,80,2,80
7208,126,10,209,19,4,5,40,40,2,40
7209,126,10,210,1,1,1,50,50,2,50
7210,126,10,211,21,5,3,70,70,2,70
7211,126,10,212,11,3,2,60,60,2,60
7212,126,10,213,18,4,4,50,50,2,50
7213,126,10,214,6,2,2,50,50,2,50
7214,126,10,215,9,2,5,20,20,2,20
7215,126,10,216,10,3,1,70,70,2,70
7216,126,10,217,8,2,4,30,30,2,30
7217,126,10,218,2,1,2,40,40,2,40
7218,126,10,219,15,4,1,80,20,2,20
7219,126,10,220,5,2,1,60,60,2,60
7220,126,10,221,12,3,3,50,50,2,50
7221,126,10,222,4,1,4,20,20,2,20
7222,126,10,223,17,4,3,60,60,2,60
7223,126,10,224,22,5,4,60,60,2,60
7224,126,10,225,14,3,5,30,30,2,30
7225,126,10,226,3,1,3,30,30,2,30
7226,126,10,227,23,5,5,50,50,2,50
7227,126,10,228,16,4,2,70,70,2,70
7228,126,10,229,13,3,4,40,40,2,40
7229,126,10,230,7,2,3,40,40,2,40
7230,126,11,1,20,4,5,40,40,2,40
7231,126,11,2,9,2,4,30,30,2,30
7232,126,11,3,3,1,3,30,30,2,30
7233,126,11,4,24,5,4,60,60,2,60
7234,126,11,5,12,3,2,60,60,2,60
7235,126,11,6,22,5,2,80,80,2,80
7236,126,11,7,6,2,1,60,60,2,60
7237,126,11,8,25,5,5,50,50,2,50
7238,126,11,9,16,4,1,80,80,2,80
7239,126,11,10,7,2,2,50,50,2,50
7240,126,11,11,1,1,1,50,50,2,50
7241,126,11,12,5,1,5,10,10,2,10
7242,126,11,13,17,4,2,70,30,2,30
7243,126,11,14,23,5,3,70,70,2,70
7244,126,11,15,18,4,3,60,60,2,60
7245,126,11,16,11,3,1,70,70,2,70
7246,126,11,17,10,2,5,20,20,2,20
7247,126,11,18,21,5,1,90,90,2,90
7248,126,11,19,19,4,4,50,50,2,50
7249,126,11,20,13,3,3,50,50,2,50
7250,126,11,21,4,1,4,20,20,2,20
7251,126,11,22,8,2,3,40,40,2,40
7252,126,11,23,2,1,2,40,40,2,40
7253,126,11,24,14,3,4,40,40,2,40
7254,126,11,25,15,3,5,30,30,2,30
7255,126,12,26,22,5,2,80,80,2,80
7256,126,12,27,12,3,2,60,60,2,60
7257,126,12,28,8,2,3,40,40,2,40
7258,126,12,29,25,5,5,50,50,2,50
7259,126,12,30,24,5,4,60,60,2,60
7260,126,12,31,14,3,4,40,40,2,40
7261,126,12,32,11,3,1,70,70,2,70
7262,126,12,33,13,3,3,50,50,2,50
7263,126,12,34,21,5,1,90,90,2,90
7264,126,12,35,1,1,1,50,50,2,50
7265,126,12,36,23,5,3,70,70,2,70
7266,126,12,37,6,2,1,60,60,2,60
7267,126,12,38,2,1,2,40,40,2,40
7268,126,12,39,19,4,4,50,50,2,50
7269,126,12,40,15,3,5,30,30,2,30
7270,126,12,41,18,4,3,60,60,2,60
7271,126,12,42,17,4,2,70,70,2,70
7272,126,12,43,9,2,4,30,30,2,30
7273,126,12,44,20,4,5,40,40,2,40
7274,126,12,45,4,1,4,20,20,2,20
7275,126,12,46,3,1,3,30,30,2,30
7276,126,12,47,7,2,2,50,50,2,50
7277,126,12,48,10,2,5,20,20,2,20
7278,126,12,49,16,4,1,80,80,2,80
7279,126,12,50,5,1,5,10,10,2,10
7280,127,1,1,11,average,a little,normal,50,3,normal
7281,127,1,2,20,very much,a little,low,80,3,very high
7282,127,1,3,22,very much,a lot,high,20,3,very low
7283,127,1,4,23,very much,very much,extremely high,80,3,very high
7284,127,1,5,4,very little,very much,extremely low,80,3,very high
7285,127,1,6,7,a little,average,normal,40,3,somewhat low
7286,127,1,7,1,very little,a little,high,50,3,normal
7287,127,1,8,10,average,very little,normal,40,3,somewhat low
7288,127,1,9,21,very much,average,normal,60,3,somewhat high
7289,127,1,10,15,a lot,very little,low,30,3,low
7290,127,1,11,17,a lot,average,normal,60,3,somewhat high
7291,127,1,12,5,a little,very little,high,30,3,low
7292,127,1,13,18,a lot,a lot,somewhat high,80,3,very high
7293,127,1,14,3,very little,a lot,low,30,3,low
7294,127,1,15,16,a lot,a little,somewhat low,30,3,low
7295,127,1,16,13,average,a lot,normal,50,3,normal
7296,127,1,17,14,average,very much,normal,50,3,normal
7297,127,1,18,19,a lot,very much,high,70,3,high
7298,127,1,19,8,a little,a lot,somewhat low,20,3,very low
7299,127,1,20,9,a little,very much,low,40,3,somewhat low
7300,127,1,21,2,very little,average,normal,50,3,normal
7301,127,1,22,6,a little,a little,somewhat high,90,3,extremely high
7302,127,1,23,12,average,average,normal,50,3,normal
7303,127,2,24,5,a little,very little,high,20,3,very low
7304,127,2,25,19,a lot,very much,high,70,3,high
7305,127,2,26,20,very much,a little,low,60,3,somewhat high
7306,127,2,27,8,a little,a lot,somewhat low,30,3,low
7307,127,2,28,17,a lot,average,normal,50,3,normal
7308,127,2,29,23,very much,very much,extremely high,70,3,high
7309,127,2,30,13,average,a lot,normal,50,3,normal
7310,127,2,31,22,very much,a lot,high,80,3,very high
7311,127,2,32,15,a lot,very little,low,30,3,low
7312,127,2,33,3,very little,a lot,low,30,3,low
7313,127,2,34,2,very little,average,normal,50,3,normal
7314,127,2,35,7,a little,average,normal,50,3,normal
7315,127,2,36,4,very little,very much,extremely low,30,3,low
7316,127,2,37,14,average,very much,normal,50,3,normal
7317,127,2,38,11,average,a little,normal,50,3,normal
7318,127,2,39,6,a little,a little,somewhat high,70,3,high
7319,127,2,40,21,very much,average,normal,50,3,normal
7320,127,2,41,18,a lot,a lot,somewhat high,80,3,very high
7321,127,2,42,10,average,very little,normal,50,3,normal
7322,127,2,43,9,a little,very much,low,80,3,very high
7323,127,2,44,1,very little,a little,high,20,3,very low
7324,127,2,45,16,a lot,a little,somewhat low,50,3,normal
7325,127,2,46,12,average,average,normal,50,3,normal
7326,127,3,47,18,a lot,a lot,somewhat high,70,3,high
7327,127,3,48,3,very little,a lot,low,30,3,low
7328,127,3,49,14,average,very much,normal,50,3,normal
7329,127,3,50,1,very little,a little,high,70,3,high
7330,127,3,51,20,very much,a little,low,70,3,high
7331,127,3,52,2,very little,average,normal,50,3,normal
7332,127,3,53,15,a lot,very little,low,30,3,low
7333,127,3,54,12,average,average,normal,50,3,normal
7334,127,3,55,13,average,a lot,normal,50,3,normal
7335,127,3,56,9,a little,very much,low,30,3,low
7336,127,3,57,11,average,a little,normal,50,3,normal
7337,127,3,58,7,a little,average,normal,50,3,normal
7338,127,3,59,6,a little,a little,somewhat high,40,3,somewhat low
7339,127,3,60,16,a lot,a little,somewhat low,60,3,somewhat high
7340,127,3,61,23,very much,very much,extremely high,90,3,extremely high
7341,127,3,62,10,average,very little,normal,50,3,normal
7342,127,3,63,21,very much,average,normal,50,3,normal
7343,127,3,64,4,very little,very much,extremely low,10,3,extremely low
7344,127,3,65,8,a little,a lot,somewhat low,40,3,somewhat low
7345,127,3,66,22,very much,a lot,high,80,3,very high
7346,127,3,67,5,a little,very little,high,70,3,high
7347,127,3,68,19,a lot,very much,high,70,3,high
7348,127,3,69,17,a lot,average,normal,50,3,normal
7349,127,4,70,4,very little,very much,extremely low,10,3,extremely low
7350,127,4,71,19,a lot,very much,high,70,3,high
7351,127,4,72,18,a lot,a lot,somewhat high,70,3,high
7352,127,4,73,5,a little,very little,high,30,3,low
7353,127,4,74,6,a little,a little,somewhat high,60,3,somewhat high
7354,127,4,75,3,very little,a lot,low,20,3,very low
7355,127,4,76,14,average,very much,normal,50,3,normal
7356,127,4,77,10,average,very little,normal,50,3,normal
7357,127,4,78,23,very much,very much,extremely high,90,3,extremely high
7358,127,4,79,17,a lot,average,normal,50,3,normal
7359,127,4,80,16,a lot,a little,somewhat low,40,3,somewhat low
7360,127,4,81,9,a little,very much,low,30,3,low
7361,127,4,82,22,very much,a lot,high,70,3,high
7362,127,4,83,11,average,a little,normal,50,3,normal
7363,127,4,84,8,a little,a lot,somewhat low,40,3,somewhat low
7364,127,4,85,12,average,average,normal,50,3,normal
7365,127,4,86,2,very little,average,normal,50,3,normal
7366,127,4,87,7,a little,average,normal,50,3,normal
7367,127,4,88,13,average,a lot,normal,50,3,normal
7368,127,4,89,20,very much,a little,low,30,3,low
7369,127,4,90,21,very much,average,normal,50,3,normal
7370,127,4,91,15,a lot,very little,low,30,3,low
7371,127,4,92,1,very little,a little,high,70,3,high
7372,127,5,93,15,a lot,very little,low,30,3,low
7373,127,5,94,3,very little,a lot,low,30,3,low
7374,127,5,95,2,very little,average,normal,50,3,normal
7375,127,5,96,17,a lot,average,normal,50,3,normal
7376,127,5,97,16,a lot,a little,somewhat low,40,3,somewhat low
7377,127,5,98,20,very much,a little,low,30,3,low
7378,127,5,99,14,average,very much,normal,50,3,normal
7379,127,5,100,23,very much,very much,extremely high,90,3,extremely high
7380,127,5,101,18,a lot,a lot,somewhat high,70,3,high
7381,127,5,102,19,a lot,very much,high,80,3,very high
7382,127,5,103,10,average,very little,normal,50,3,normal
7383,127,5,104,6,a little,a little,somewhat high,40,3,somewhat low
7384,127,5,105,21,very much,average,normal,50,3,normal
7385,127,5,106,4,very little,very much,extremely low,10,3,extremely low
7386,127,5,107,8,a little,a lot,somewhat low,40,3,somewhat low
7387,127,5,108,13,average,a lot,normal,50,3,normal
7388,127,5,109,7,a little,average,normal,50,3,normal
7389,127,5,110,5,a little,very little,high,70,3,high
7390,127,5,111,11,average,a little,normal,50,3,normal
7391,127,5,112,9,a little,very much,low,30,3,low
7392,127,5,113,12,average,average,normal,50,3,normal
7393,127,5,114,1,very little,a little,high,70,3,high
7394,127,5,115,22,very much,a lot,high,70,3,high
7395,127,6,116,16,a lot,a little,somewhat low,40,3,somewhat low
7396,127,6,117,8,a little,a lot,somewhat low,40,3,somewhat low
7397,127,6,118,23,very much,very much,extremely high,90,3,extremely high
7398,127,6,119,9,a little,very much,low,30,3,low
7399,127,6,120,20,very much,a little,low,30,3,low
7400,127,6,121,13,average,a lot,normal,50,3,normal
7401,127,6,122,4,very little,very much,extremely low,20,3,very low
7402,127,6,123,17,a lot,average,normal,50,3,normal
7403,127,6,124,10,average,very little,normal,50,3,normal
7404,127,6,125,12,average,average,normal,50,3,normal
7405,127,6,126,3,very little,a lot,low,30,3,low
7406,127,6,127,22,very much,a lot,high,70,3,high
7407,127,6,128,11,average,a little,normal,50,3,normal
7408,127,6,129,21,very much,average,normal,50,3,normal
7409,127,6,130,6,a little,a little,somewhat high,60,3,somewhat high
7410,127,6,131,5,a little,very little,high,70,3,high
7411,127,6,132,7,a little,average,normal,50,3,normal
7412,127,6,133,2,very little,average,normal,50,3,normal
7413,127,6,134,14,average,very much,normal,50,3,normal
7414,127,6,135,1,very little,a little,high,70,3,high
7415,127,6,136,15,a lot,very little,low,30,3,low
7416,127,6,137,18,a lot,a lot,somewhat high,60,3,somewhat high
7417,127,6,138,19,a lot,very much,high,70,3,high
7418,127,7,139,8,a little,a lot,somewhat low,40,3,somewhat low
7419,127,7,140,21,very much,average,normal,50,3,normal
7420,127,7,141,7,a little,average,normal,50,3,normal
7421,127,7,142,19,a lot,very much,high,70,3,high
7422,127,7,143,9,a little,very much,low,30,3,low
7423,127,7,144,18,a lot,a lot,somewhat high,60,3,somewhat high
7424,127,7,145,23,very much,very much,extremely high,90,3,extremely high
7425,127,7,146,5,a little,very little,high,70,3,high
7426,127,7,147,14,average,very much,normal,50,3,normal
7427,127,7,148,6,a little,a little,somewhat high,60,3,somewhat high
7428,127,7,149,4,very little,very much,extremely low,10,3,extremely low
7429,127,7,150,11,average,a little,normal,50,3,normal
7430,127,7,151,15,a lot,very little,low,30,3,low
7431,127,7,152,17,a lot,average,normal,50,3,normal
7432,127,7,153,2,very little,average,normal,50,3,normal
7433,127,7,154,20,very much,a little,low,30,3,low
7434,127,7,155,16,a lot,a little,somewhat low,40,3,somewhat low
7435,127,7,156,12,average,average,normal,50,3,normal
7436,127,7,157,22,very much,a lot,high,70,3,high
7437,127,7,158,1,very little,a little,high,70,3,high
7438,127,7,159,10,average,very little,normal,50,3,normal
7439,127,7,160,3,very little,a lot,low,30,3,low
7440,127,7,161,13,average,a lot,normal,50,3,normal
7441,127,8,162,1,very little,a little,high,70,3,high
7442,127,8,163,4,very little,very much,extremely low,10,3,extremely low
7443,127,8,164,8,a little,a lot,somewhat low,40,3,somewhat low
7444,127,8,165,17,a lot,average,normal,50,3,normal
7445,127,8,166,13,average,a lot,normal,50,3,normal
7446,127,8,167,21,very much,average,normal,50,3,normal
7447,127,8,168,10,average,very little,normal,50,3,normal
7448,127,8,169,11,average,a little,normal,50,3,normal
7449,127,8,170,12,average,average,normal,50,3,normal
7450,127,8,171,5,a little,very little,high,70,3,high
7451,127,8,172,3,very little,a lot,low,30,3,low
7452,127,8,173,16,a lot,a little,somewhat low,40,3,somewhat low
7453,127,8,174,9,a little,very much,low,30,3,low
7454,127,8,175,23,very much,very much,extremely high,90,3,extremely high
7455,127,8,176,2,very little,average,normal,50,3,normal
7456,127,8,177,6,a little,a little,somewhat high,60,3,somewhat high
7457,127,8,178,18,a lot,a lot,somewhat high,80,3,very high
7458,127,8,179,20,very much,a little,low,30,3,low
7459,127,8,180,14,average,very much,normal,50,3,normal
7460,127,8,181,15,a lot,very little,low,30,3,low
7461,127,8,182,22,very much,a lot,high,70,3,high
7462,127,8,183,19,a lot,very much,high,70,3,high
7463,127,8,184,7,a little,average,normal,50,3,normal
7464,127,9,185,20,very much,a little,low,30,3,low
7465,127,9,186,9,a little,very much,low,30,3,low
7466,127,9,187,18,a lot,a lot,somewhat high,60,3,somewhat high
7467,127,9,188,5,a little,very little,high,70,3,high
7468,127,9,189,17,a lot,average,normal,50,3,normal
7469,127,9,190,22,very much,a lot,high,70,3,high
7470,127,9,191,13,average,a lot,normal,50,3,normal
7471,127,9,192,14,average,very much,normal,50,3,normal
7472,127,9,193,15,a lot,very little,low,30,3,low
