Fp,Block,Trial,Stimulus,Cue1_English,Cue2_English,Criterium_English,Response_as numeric output,condition,response_raw,Experiment
120,7,158,16,4,2,40,40,4,40,1
120,7,159,7,2,3,50,70,4,70,1
120,7,160,21,5,3,50,70,4,70,1
120,7,161,22,5,4,70,50,4,50,1
120,8,162,3,1,4,30,30,4,30,1
120,8,163,22,5,4,70,70,4,70,1
120,8,164,1,1,2,70,50,4,50,1
120,8,165,14,3,5,50,50,4,50,1
120,8,166,5,2,1,70,30,4,30,1
120,8,167,4,1,5,10,50,4,50,1
120,8,168,19,4,5,70,50,4,50,1
120,8,169,15,4,1,30,30,4,30,1
120,8,170,17,4,3,50,50,4,50,1
120,8,171,8,2,4,40,40,4,40,1
120,8,172,10,3,1,50,50,4,50,1
120,8,173,7,2,3,50,50,4,50,1
120,8,174,2,1,3,50,10,4,10,1
120,8,175,20,5,2,30,70,4,70,1
120,8,176,18,4,4,60,50,4,50,1
120,8,177,13,3,4,50,50,4,50,1
120,8,178,16,4,2,40,40,4,40,1
120,8,179,12,3,3,50,50,4,50,1
120,8,180,6,2,2,60,60,4,60,1
120,8,181,11,3,2,50,50,4,50,1
120,8,182,9,2,5,30,30,4,30,1
120,8,183,21,5,3,50,70,4,70,1
120,8,184,23,5,5,90,90,4,90,1
120,9,185,21,5,3,50,70,4,70,1
120,9,186,15,4,1,30,30,4,30,1
120,9,187,8,2,4,40,40,4,40,1
120,9,188,7,2,3,50,50,4,50,1
120,9,189,4,1,5,10,10,4,10,1
120,9,190,19,4,5,70,50,4,50,1
120,9,191,13,3,4,50,50,4,50,1
120,9,192,23,5,5,90,90,4,90,1
120,9,193,20,5,2,30,30,4,30,1
120,9,194,6,2,2,60,60,4,60,1
120,9,195,1,1,2,70,30,4,30,1
120,9,196,22,5,4,70,70,4,70,1
120,9,197,2,1,3,50,50,4,50,1
120,9,198,3,1,4,30,70,4,70,1
120,9,199,16,4,2,40,40,4,40,1
120,9,200,17,4,3,50,50,4,50,1
120,9,201,5,2,1,70,70,4,70,1
120,9,202,11,3,2,50,50,4,50,1
120,9,203,18,4,4,60,60,4,60,1
120,9,204,14,3,5,50,50,4,50,1
120,9,205,10,3,1,50,50,4,50,1
120,9,206,12,3,3,50,50,4,50,1
120,9,207,9,2,5,30,50,4,50,1
120,10,208,11,3,2,50,50,4,50,1
120,10,209,4,1,5,10,10,4,10,1
120,10,210,22,5,4,70,70,4,70,1
120,10,211,1,1,2,70,50,4,50,1
120,10,212,9,2,5,30,30,4,30,1
120,10,213,16,4,2,40,40,4,40,1
120,10,214,19,4,5,70,50,4,50,1
120,10,215,14,3,5,50,50,4,50,1
120,10,216,7,2,3,50,50,4,50,1
120,10,217,15,4,1,30,30,4,30,1
120,10,218,6,2,2,60,60,4,60,1
120,10,219,12,3,3,50,60,4,60,1
120,10,220,8,2,4,40,40,4,40,1
120,10,221,20,5,2,30,30,4,30,1
120,10,222,18,4,4,60,60,4,60,1
120,10,223,21,5,3,50,50,4,50,1
120,10,224,5,2,1,70,70,4,70,1
120,10,225,17,4,3,50,50,4,50,1
120,10,226,10,3,1,50,50,4,50,1
120,10,227,23,5,5,90,90,4,90,1
120,10,228,2,1,3,50,50,4,50,1
120,10,229,3,1,4,30,70,4,70,1
120,10,230,13,3,4,50,50,4,50,1
120,11,1,20,4,5,70,70,4,70,1
120,11,2,15,3,5,50,50,4,50,1
120,11,3,18,4,3,50,50,4,50,1
120,11,4,4,1,4,30,30,4,30,1
120,11,5,1,1,1,90,50,4,50,1
120,11,6,22,5,2,30,30,4,30,1
120,11,7,24,5,4,70,70,4,70,1
120,11,8,6,2,1,70,70,4,70,1
120,11,9,19,4,4,60,60,4,60,1
120,11,10,5,1,5,10,10,4,10,1
120,11,11,7,2,2,60,60,4,60,1
120,11,12,14,3,4,50,50,4,50,1
120,11,13,25,5,5,90,90,4,90,1
120,11,14,3,1,3,50,50,4,50,1
120,11,15,23,5,3,50,50,4,50,1
120,11,16,17,4,2,40,40,4,40,1
120,11,17,12,3,2,50,50,4,50,1
120,11,18,21,5,1,10,90,4,90,1
120,11,19,11,3,1,50,50,4,50,1
120,11,20,13,3,3,50,30,4,30,1
120,11,21,9,2,4,40,40,4,40,1
120,11,22,8,2,3,50,50,4,50,1
120,11,23,16,4,1,30,30,4,30,1
120,11,24,10,2,5,30,70,4,70,1
120,11,25,2,1,2,70,70,4,70,1
120,12,26,13,3,3,50,30,4,30,1
120,12,27,23,5,3,50,50,4,50,1
120,12,28,6,2,1,70,70,4,70,1
120,12,29,5,1,5,10,10,4,10,1
120,12,30,1,1,1,90,10,4,10,1
120,12,31,16,4,1,30,30,4,30,1
120,12,32,10,2,5,30,30,4,30,1
120,12,33,14,3,4,50,50,4,50,1
120,12,34,15,3,5,50,50,4,50,1
120,12,35,20,4,5,70,50,4,50,1
120,12,36,7,2,2,60,60,4,60,1
120,12,37,11,3,1,50,50,4,50,1
120,12,38,12,3,2,50,50,4,50,1
120,12,39,21,5,1,10,90,4,90,1
120,12,40,4,1,4,30,30,4,30,1
120,12,41,24,5,4,70,70,4,70,1
120,12,42,19,4,4,60,60,4,60,1
120,12,43,25,5,5,90,90,4,90,1
120,12,44,22,5,2,30,30,4,30,1
120,12,45,18,4,3,50,50,4,50,1
120,12,46,17,4,2,40,40,4,40,1
120,12,47,8,2,3,50,50,4,50,1
120,12,48,2,1,2,70,70,4,70,1
120,12,49,9,2,4,40,50,4,50,1
120,12,50,3,1,3,50,50,4,50,1
121,1,1,13,Average,A lot,Somewhat low,60,1,Somewhat high,1
121,1,2,6,A little,A little,Normal,20,1,Very low,1
121,1,3,18,A lot,A lot,Normal,70,1,High,1
121,1,4,23,Very much,Very much,Normal,70,1,High,1
121,1,5,12,Average,Average,Normal,60,1,Somewhat high,1
121,1,6,17,A lot,Average,Somewhat high,60,1,Somewhat high,1
121,1,7,3,Very little,Average,Low,40,1,Somewhat low,1
121,1,8,8,A little,A lot,Low,40,1,Somewhat low,1
121,1,9,10,Average,Very little,High,50,1,Normal,1
121,1,10,5,A little,Very little,Somewhat high,40,1,Somewhat low,1
121,1,11,21,Very much,Average,High,60,1,Somewhat high,1
121,1,12,15,A lot,Very little,Very high,60,1,Somewhat high,1
121,1,13,9,A little,Very much,Very low,30,1,Low,1
121,1,14,4,Very little,A lot,Very low,50,1,Normal,1
121,1,15,22,Very much,A lot,Somewhat high,80,1,Very high,1
121,1,16,19,A lot,Very much,Somewhat low,70,1,High,1
121,1,17,11,Average,A little,Somewhat high,50,1,Normal,1
121,1,18,1,Very little,Very little,Normal,20,1,Very low,1
121,1,19,14,Average,Very much,Low,60,1,Somewhat high,1
121,1,20,7,A little,Average,Somewhat low,50,1,Normal,1
121,1,21,16,A lot,A little,High,50,1,Normal,1
121,1,22,2,Very little,A little,Somewhat low,40,1,Somewhat low,1
121,1,23,20,Very much,A little,Very high,60,1,Somewhat high,1
121,2,24,23,Very much,Very much,Normal,70,1,High,1
121,2,25,2,Very little,A little,Somewhat low,30,1,Low,1
121,2,26,20,Very much,A little,Very high,60,1,Somewhat high,1
121,2,27,7,A little,Average,Somewhat low,40,1,Somewhat low,1
121,2,28,14,Average,Very much,Low,50,1,Normal,1
121,2,29,6,A little,A little,Normal,30,1,Low,1
121,2,30,21,Very much,Average,High,60,1,Somewhat high,1
121,2,31,15,A lot,Very little,Very high,60,1,Somewhat high,1
121,2,32,17,A lot,Average,Somewhat high,60,1,Somewhat high,1
121,2,33,9,A little,Very much,Very low,70,1,High,1
121,2,34,22,Very much,A lot,Somewhat high,60,1,Somewhat high,1
121,2,35,13,Average,A lot,Somewhat low,60,1,Somewhat high,1
121,2,36,18,A lot,A lot,Normal,60,1,Somewhat high,1
121,2,37,8,A little,A lot,Low,50,1,Normal,1
121,2,38,4,Very little,A lot,Very low,60,1,Somewhat high,1
121,2,39,11,Average,A little,Somewhat high,40,1,Somewhat low,1
121,2,40,1,Very little,Very little,Normal,30,1,Low,1
121,2,41,19,A lot,Very much,Somewhat low,70,1,High,1
121,2,42,3,Very little,Average,Low,50,1,Normal,1
121,2,43,12,Average,Average,Normal,30,1,Low,1
121,2,44,16,A lot,A little,High,40,1,Somewhat low,1
121,2,45,10,Average,Very little,High,50,1,Normal,1
121,2,46,5,A little,Very little,Somewhat high,40,1,Somewhat low,1
121,3,47,13,Average,A lot,Somewhat low,60,1,Somewhat high,1
121,3,48,14,Average,Very much,Low,60,1,Somewhat high,1
121,3,49,16,A lot,A little,High,50,1,Normal,1
121,3,50,19,A lot,Very much,Somewhat low,60,1,Somewhat high,1
121,3,51,9,A little,Very much,Very low,50,1,Normal,1
121,3,52,11,Average,A little,Somewhat high,30,1,Low,1
121,3,53,10,Average,Very little,High,60,1,Somewhat high,1
121,3,54,5,A little,Very little,Somewhat high,50,1,Normal,1
121,3,55,15,A lot,Very little,Very high,70,1,High,1
121,3,56,2,Very little,A little,Somewhat low,60,1,Somewhat high,1
121,3,57,18,A lot,A lot,Normal,70,1,High,1
121,3,58,4,Very little,A lot,Very low,60,1,Somewhat high,1
121,3,59,8,A little,A lot,Low,70,1,High,1
121,3,60,22,Very much,A lot,Somewhat high,70,1,High,1
121,3,61,17,A lot,Average,Somewhat high,60,1,Somewhat high,1
121,3,62,3,Very little,Average,Low,50,1,Normal,1
121,3,63,20,Very much,A little,Very high,60,1,Somewhat high,1
121,3,64,12,Average,Average,Normal,60,1,Somewhat high,1
121,3,65,6,A little,A little,Normal,60,1,Somewhat high,1
121,3,66,21,Very much,Average,High,60,1,Somewhat high,1
121,3,67,23,Very much,Very much,Normal,70,1,High,1
121,3,68,7,A little,Average,Somewhat low,70,1,High,1
121,3,69,1,Very little,Very little,Normal,30,1,Low,1
121,4,70,14,Average,Very much,Low,60,1,Somewhat high,1
121,4,71,9,A little,Very much,Very low,50,1,Normal,1
121,4,72,12,Average,Average,Normal,50,1,Normal,1
121,4,73,21,Very much,Average,High,60,1,Somewhat high,1
121,4,74,8,A little,A lot,Low,60,1,Somewhat high,1
121,4,75,15,A lot,Very little,Very high,60,1,Somewhat high,1
121,4,76,4,Very little,A lot,Very low,60,1,Somewhat high,1
121,4,77,13,Average,A lot,Somewhat low,40,1,Somewhat low,1
121,4,78,22,Very much,A lot,Somewhat high,70,1,High,1
121,4,79,3,Very little,Average,Low,40,1,Somewhat low,1
121,4,80,17,A lot,Average,Somewhat high,60,1,Somewhat high,1
121,4,81,23,Very much,Very much,Normal,70,1,High,1
121,4,82,6,A little,A little,Normal,50,1,Normal,1
121,4,83,1,Very little,Very little,Normal,50,1,Normal,1
121,4,84,5,A little,Very little,Somewhat high,40,1,Somewhat low,1
121,4,85,11,Average,A little,Somewhat high,60,1,Somewhat high,1
121,4,86,18,A lot,A lot,Normal,70,1,High,1
121,4,87,19,A lot,Very much,Somewhat low,60,1,Somewhat high,1
121,4,88,2,Very little,A little,Somewhat low,50,1,Normal,1
121,4,89,7,A little,Average,Somewhat low,40,1,Somewhat low,1
121,4,90,16,A lot,A little,High,60,1,Somewhat high,1
121,4,91,10,Average,Very little,High,50,1,Normal,1
121,4,92,20,Very much,A little,Very high,60,1,Somewhat high,1
121,5,93,1,Very little,Very little,Normal,50,1,Normal,1
121,5,94,7,A little,Average,Somewhat low,50,1,Normal,1
121,5,95,21,Very much,Average,High,60,1,Somewhat high,1
121,5,96,14,Average,Very much,Low,60,1,Somewhat high,1
121,5,97,18,A lot,A lot,Normal,60,1,Somewhat high,1
121,5,98,12,Average,Average,Normal,60,1,Somewhat high,1
121,5,99,20,Very much,A little,Very high,60,1,Somewhat high,1
121,5,100,23,Very much,Very much,Normal,70,1,High,1
121,5,101,10,Average,Very little,High,50,1,Normal,1
121,5,102,17,A lot,Average,Somewhat high,50,1,Normal,1
121,5,103,3,Very little,Average,Low,30,1,Low,1
121,5,104,8,A little,A lot,Low,40,1,Somewhat low,1
121,5,105,16,A lot,A little,High,60,1,Somewhat high,1
121,5,106,6,A little,A little,Normal,50,1,Normal,1
121,5,107,2,Very little,A little,Somewhat low,50,1,Normal,1
121,5,108,5,A little,Very little,Somewhat high,40,1,Somewhat low,1
121,5,109,4,Very little,A lot,Very low,40,1,Somewhat low,1
121,5,110,15,A lot,Very little,Very high,60,1,Somewhat high,1
121,5,111,19,A lot,Very much,Somewhat low,60,1,Somewhat high,1
121,5,112,13,Average,A lot,Somewhat low,60,1,Somewhat high,1
121,5,113,22,Very much,A lot,Somewhat high,60,1,Somewhat high,1
121,5,114,9,A little,Very much,Very low,40,1,Somewhat low,1
121,5,115,11,Average,A little,Somewhat high,40,1,Somewhat low,1
121,6,116,10,Average,Very little,High,60,1,Somewhat high,1
121,6,117,8,A little,A lot,Low,40,1,Somewhat low,1
121,6,118,18,A lot,A lot,Normal,60,1,Somewhat high,1
121,6,119,20,Very much,A little,Very high,60,1,Somewhat high,1
121,6,120,9,A little,Very much,Very low,40,1,Somewhat low,1
121,6,121,3,Very little,Average,Low,30,1,Low,1
121,6,122,14,Average,Very much,Low,60,1,Somewhat high,1
121,6,123,23,Very much,Very much,Normal,60,1,Somewhat high,1
121,6,124,11,Average,A little,Somewhat high,40,1,Somewhat low,1
121,6,125,13,Average,A lot,Somewhat low,50,1,Normal,1
121,6,126,12,Average,Average,Normal,40,1,Somewhat low,1
121,6,127,21,Very much,Average,High,60,1,Somewhat high,1
121,6,128,5,A little,Very little,Somewhat high,40,1,Somewhat low,1
121,6,129,16,A lot,A little,High,40,1,Somewhat low,1
121,6,130,1,Very little,Very little,Normal,50,1,Normal,1
121,6,131,22,Very much,A lot,Somewhat high,60,1,Somewhat high,1
121,6,132,4,Very little,A lot,Very low,60,1,Somewhat high,1
121,6,133,2,Very little,A little,Somewhat low,50,1,Normal,1
121,6,134,7,A little,Average,Somewhat low,50,1,Normal,1
121,6,135,17,A lot,Average,Somewhat high,60,1,Somewhat high,1
121,6,136,19,A lot,Very much,Somewhat low,70,1,High,1
121,6,137,6,A little,A little,Normal,50,1,Normal,1
121,6,138,15,A lot,Very little,Very high,50,1,Normal,1
121,7,139,3,Very little,Average,Low,30,1,Low,1
121,7,140,21,Very much,Average,High,60,1,Somewhat high,1
121,7,141,19,A lot,Very much,Somewhat low,70,1,High,1
121,7,142,6,A little,A little,Normal,50,1,Normal,1
121,7,143,11,Average,A little,Somewhat high,40,1,Somewhat low,1
121,7,144,10,Average,Very little,High,60,1,Somewhat high,1
121,7,145,12,Average,Average,Normal,50,1,Normal,1
121,7,146,2,Very little,A little,Somewhat low,40,1,Somewhat low,1
121,7,147,23,Very much,Very much,Normal,60,1,Somewhat high,1
121,7,148,5,A little,Very little,Somewhat high,40,1,Somewhat low,1
121,7,149,15,A lot,Very little,Very high,60,1,Somewhat high,1
121,7,150,7,A little,Average,Somewhat low,40,1,Somewhat low,1
121,7,151,4,Very little,A lot,Very low,40,1,Somewhat low,1
121,7,152,8,A little,A lot,Low,40,1,Somewhat low,1
121,7,153,9,A little,Very much,Very low,40,1,Somewhat low,1
121,7,154,16,A lot,A little,High,60,1,Somewhat high,1
121,7,155,17,A lot,Average,Somewhat high,60,1,Somewhat high,1
121,7,156,18,A lot,A lot,Normal,60,1,Somewhat high,1
121,7,157,14,Average,Very much,Low,50,1,Normal,1
121,7,158,22,Very much,A lot,Somewhat high,60,1,Somewhat high,1
121,7,159,13,Average,A lot,Somewhat low,60,1,Somewhat high,1
121,7,160,1,Very little,Very little,Normal,40,1,Somewhat low,1
121,7,161,20,Very much,A little,Very high,60,1,Somewhat high,1
121,8,162,9,A little,Very much,Very low,60,1,Somewhat high,1
121,8,163,23,Very much,Very much,Normal,60,1,Somewhat high,1
121,8,164,11,Average,A little,Somewhat high,50,1,Normal,1
121,8,165,1,Very little,Very little,Normal,50,1,Normal,1
121,8,166,8,A little,A lot,Low,40,1,Somewhat low,1
121,8,167,22,Very much,A lot,Somewhat high,60,1,Somewhat high,1
121,8,168,7,A little,Average,Somewhat low,40,1,Somewhat low,1
121,8,169,12,Average,Average,Normal,50,1,Normal,1
121,8,170,14,Average,Very much,Low,60,1,Somewhat high,1
121,8,171,13,Average,A lot,Somewhat low,50,1,Normal,1
121,8,172,6,A little,A little,Normal,50,1,Normal,1
121,8,173,17,A lot,Average,Somewhat high,60,1,Somewhat high,1
121,8,174,19,A lot,Very much,Somewhat low,60,1,Somewhat high,1
121,8,175,10,Average,Very little,High,40,1,Somewhat low,1
121,8,176,15,A lot,Very little,Very high,60,1,Somewhat high,1
121,8,177,5,A little,Very little,Somewhat high,40,1,Somewhat low,1
121,8,178,4,Very little,A lot,Very low,30,1,Low,1
121,8,179,18,A lot,A lot,Normal,60,1,Somewhat high,1
121,8,180,21,Very much,Average,High,60,1,Somewhat high,1
121,8,181,20,Very much,A little,Very high,60,1,Somewhat high,1
121,8,182,3,Very little,Average,Low,40,1,Somewhat low,1
121,8,183,16,A lot,A little,High,60,1,Somewhat high,1
121,8,184,2,Very little,A little,Somewhat low,40,1,Somewhat low,1
121,9,185,19,A lot,Very much,Somewhat low,60,1,Somewhat high,1
121,9,186,14,Average,Very much,Low,60,1,Somewhat high,1
121,9,187,3,Very little,Average,Low,40,1,Somewhat low,1
121,9,188,1,Very little,Very little,Normal,50,1,Normal,1
121,9,189,22,Very much,A lot,Somewhat high,60,1,Somewhat high,1
121,9,190,16,A lot,A little,High,40,1,Somewhat low,1
121,9,191,17,A lot,Average,Somewhat high,70,1,High,1
121,9,192,7,A little,Average,Somewhat low,40,1,Somewhat low,1
121,9,193,11,Average,A little,Somewhat high,40,1,Somewhat low,1
121,9,194,5,A little,Very little,Somewhat high,40,1,Somewhat low,1
121,9,195,10,Average,Very little,High,40,1,Somewhat low,1
121,9,196,2,Very little,A little,Somewhat low,40,1,Somewhat low,1
121,9,197,9,A little,Very much,Very low,40,1,Somewhat low,1
121,9,198,21,Very much,Average,High,60,1,Somewhat high,1
121,9,199,4,Very little,A lot,Very low,40,1,Somewhat low,1
121,9,200,12,Average,Average,Normal,50,1,Normal,1
121,9,201,13,Average,A lot,Somewhat low,40,1,Somewhat low,1
121,9,202,20,Very much,A little,Very high,60,1,Somewhat high,1
121,9,203,6,A little,A little,Normal,50,1,Normal,1
121,9,204,15,A lot,Very little,Very high,60,1,Somewhat high,1
121,9,205,8,A little,A lot,Low,40,1,Somewhat low,1
121,9,206,18,A lot,A lot,Normal,60,1,Somewhat high,1
121,9,207,23,Very much,Very much,Normal,50,1,Normal,1
121,10,208,4,Very little,A lot,Very low,60,1,Somewhat high,1
121,10,209,20,Very much,A little,Very high,70,1,High,1
121,10,210,14,Average,Very much,Low,50,1,Normal,1
121,10,211,23,Very much,Very much,Normal,60,1,Somewhat high,1
121,10,212,12,Average,Average,Normal,50,1,Normal,1
121,10,213,21,Very much,Average,High,60,1,Somewhat high,1
121,10,214,16,A lot,A little,High,60,1,Somewhat high,1
121,10,215,5,A little,Very little,Somewhat high,40,1,Somewhat low,1
121,10,216,13,Average,A lot,Somewhat low,40,1,Somewhat low,1
121,10,217,18,A lot,A lot,Normal,50,1,Normal,1
121,10,218,3,Very little,Average,Low,40,1,Somewhat low,1
121,10,219,1,Very little,Very little,Normal,40,1,Somewhat low,1
121,10,220,11,Average,A little,Somewhat high,40,1,Somewhat low,1
121,10,221,6,A little,A little,Normal,50,1,Normal,1
121,10,222,17,A lot,Average,Somewhat high,60,1,Somewhat high,1
121,10,223,9,A little,Very much,Very low,40,1,Somewhat low,1
121,10,224,2,Very little,A little,Somewhat low,40,1,Somewhat low,1
121,10,225,22,Very much,A lot,Somewhat high,70,1,High,1
121,10,226,15,A lot,Very little,Very high,70,1,High,1
121,10,227,19,A lot,Very much,Somewhat low,70,1,High,1
121,10,228,7,A little,Average,Somewhat low,40,1,Somewhat low,1
121,10,229,8,A little,A lot,Low,40,1,Somewhat low,1
121,10,230,10,Average,Very little,High,50,1,Normal,1
121,11,1,3,Very little,Average,Low,40,1,Somewhat low,1
121,11,2,1,Very little,Very little,Normal,40,1,Somewhat low,1
121,11,3,23,Very much,Average,High,70,1,High,1
121,11,4,25,Very much,Very much,Normal,60,1,Somewhat high,1
121,11,5,12,Average,A little,Somewhat high,40,1,Somewhat low,1
121,11,6,21,Very much,Very little,Extremely high,60,1,Somewhat high,1
121,11,7,11,Average,Very little,High,50,1,Normal,1
121,11,8,9,A little,A lot,Low,40,1,Somewhat low,1
121,11,9,10,A little,Very much,Very low,30,1,Low,1
121,11,10,16,A lot,Very little,Very high,60,1,Somewhat high,1
121,11,11,13,Average,Average,Normal,50,1,Normal,1
121,11,12,8,A little,Average,Somewhat low,30,1,Low,1
121,11,13,20,A lot,Very much,Somewhat low,70,1,High,1
121,11,14,24,Very much,A lot,Somewhat high,70,1,High,1
121,11,15,2,Very little,A little,Somewhat low,40,1,Somewhat low,1
121,11,16,22,Very much,A little,Very high,60,1,Somewhat high,1
121,11,17,5,Very little,Very much,Extremely low,40,1,Somewhat low,1
121,11,18,15,Average,Very much,Low,60,1,Somewhat high,1
121,11,19,19,A lot,A lot,Normal,60,1,Somewhat high,1
121,11,20,14,Average,A lot,Somewhat low,60,1,Somewhat high,1
121,11,21,18,A lot,Average,Somewhat high,70,1,High,1
121,11,22,17,A lot,A little,High,60,1,Somewhat high,1
121,11,23,4,Very little,A lot,Very low,40,1,Somewhat low,1
121,11,24,6,A little,Very little,Somewhat high,30,1,Low,1
121,11,25,7,A little,A little,Normal,50,1,Normal,1
121,12,26,15,Average,Very much,Low,60,1,Somewhat high,1
121,12,27,14,Average,A lot,Somewhat low,60,1,Somewhat high,1
121,12,28,10,A little,Very much,Very low,60,1,Somewhat high,1
121,12,29,4,Very little,A lot,Very low,30,1,Low,1
121,12,30,16,A lot,Very little,Very high,60,1,Somewhat high,1
121,12,31,19,A lot,A lot,Normal,50,1,Normal,1
121,12,32,20,A lot,Very much,Somewhat low,60,1,Somewhat high,1
121,12,33,25,Very much,Very much,Normal,50,1,Normal,1
121,12,34,2,Very little,A little,Somewhat low,40,1,Somewhat low,1
121,12,35,17,A lot,A little,High,60,1,Somewhat high,1
121,12,36,24,Very much,A lot,Somewhat high,70,1,High,1
121,12,37,5,Very little,Very much,Extremely low,30,1,Low,1
121,12,38,22,Very much,A little,Very high,60,1,Somewhat high,1
121,12,39,6,A little,Very little,Somewhat high,20,1,Very low,1
121,12,40,9,A little,A lot,Low,40,1,Somewhat low,1
121,12,41,3,Very little,Average,Low,30,1,Low,1
121,12,42,12,Average,A little,Somewhat high,40,1,Somewhat low,1
121,12,43,21,Very much,Very little,Extremely high,60,1,Somewhat high,1
121,12,44,13,Average,Average,Normal,50,1,Normal,1
121,12,45,7,A little,A little,Normal,50,1,Normal,1
121,12,46,23,Very much,Average,High,60,1,Somewhat high,1
121,12,47,1,Very little,Very little,Normal,30,1,Low,1
121,12,48,18,A lot,Average,Somewhat high,60,1,Somewhat high,1
121,12,49,8,A little,Average,Somewhat low,40,1,Somewhat low,1
121,12,50,11,Average,Very little,High,40,1,Somewhat low,1
122,1,1,17,4,3,60,60,2,60,1
122,1,2,2,1,2,40,20,2,20,1
122,1,3,10,3,1,70,30,2,30,1
122,1,4,11,3,2,60,30,2,30,1
122,1,5,20,5,2,80,80,2,80,1
122,1,6,21,5,3,70,80,2,80,1
122,1,7,7,2,3,40,40,2,40,1
122,1,8,19,4,5,40,60,2,60,1
122,1,9,23,5,5,50,90,2,90,1
122,1,10,6,2,2,50,20,2,20,1
122,1,11,18,4,4,50,50,2,50,1
122,1,12,8,2,4,30,40,2,40,1
122,1,13,13,3,4,40,40,2,40,1
122,1,14,1,1,1,50,20,2,20,1
122,1,15,3,1,3,30,60,2,60,1
122,1,16,9,2,5,20,60,2,60,1
122,1,17,22,5,4,60,90,2,90,1
122,1,18,14,3,5,30,50,2,50,1
122,1,19,4,1,4,20,20,2,20,1
122,1,20,16,4,2,70,50,2,50,1
122,1,21,12,3,3,50,50,2,50,1
122,1,22,15,4,1,80,40,2,40,1
122,1,23,5,2,1,60,20,2,20,1
122,2,24,9,2,5,20,70,2,70,1
122,2,25,3,1,3,30,10,2,10,1
122,2,26,14,3,5,30,30,2,30,1
122,2,27,16,4,2,70,40,2,40,1
122,2,28,11,3,2,60,60,2,60,1
122,2,29,17,4,3,60,70,2,70,1
122,2,30,6,2,2,50,50,2,50,1
122,2,31,5,2,1,60,30,2,30,1
122,2,32,2,1,2,40,20,2,20,1
122,2,33,19,4,5,40,60,2,60,1
122,2,34,10,3,1,70,40,2,40,1
122,2,35,7,2,3,40,30,2,30,1
122,2,36,20,5,2,80,50,2,50,1
122,2,37,21,5,3,70,80,2,80,1
122,2,38,12,3,3,50,50,2,50,1
122,2,39,23,5,5,50,50,2,50,1
122,2,40,22,5,4,60,60,2,60,1
122,2,41,4,1,4,20,30,2,30,1
122,2,42,15,4,1,80,80,2,80,1
122,2,43,1,1,1,50,50,2,50,1
122,2,44,18,4,4,50,50,2,50,1
122,2,45,8,2,4,30,30,2,30,1
122,2,46,13,3,4,40,40,2,40,1
122,3,47,17,4,3,60,60,2,60,1
122,3,48,11,3,2,60,60,2,60,1
122,3,49,19,4,5,40,40,2,40,1
122,3,50,12,3,3,50,50,2,50,1
122,3,51,15,4,1,80,80,2,80,1
122,3,52,4,1,4,20,20,2,20,1
122,3,53,8,2,4,30,30,2,30,1
122,3,54,14,3,5,30,30,2,30,1
122,3,55,6,2,2,50,50,2,50,1
122,3,56,16,4,2,70,70,2,70,1
122,3,57,21,5,3,70,70,2,70,1
122,3,58,3,1,3,30,30,2,30,1
122,3,59,10,3,1,70,70,2,70,1
122,3,60,7,2,3,40,40,2,40,1
122,3,61,18,4,4,50,50,2,50,1
122,3,62,9,2,5,20,20,2,20,1
122,3,63,5,2,1,60,60,2,60,1
122,3,64,13,3,4,40,40,2,40,1
122,3,65,22,5,4,60,60,2,60,1
122,3,66,1,1,1,50,50,2,50,1
122,3,67,20,5,2,80,80,2,80,1
122,3,68,2,1,2,40,40,2,40,1
122,3,69,23,5,5,50,50,2,50,1
122,4,70,12,3,3,50,50,2,50,1
122,4,71,10,3,1,70,70,2,70,1
122,4,72,3,1,3,30,30,2,30,1
122,4,73,21,5,3,70,70,2,70,1
122,4,74,11,3,2,60,60,2,60,1
122,4,75,6,2,2,50,50,2,50,1
122,4,76,5,2,1,60,60,2,60,1
122,4,77,22,5,4,60,60,2,60,1
122,4,78,7,2,3,40,40,2,40,1
122,4,79,16,4,2,70,70,2,70,1
122,4,80,23,5,5,50,50,2,50,1
122,4,81,13,3,4,40,40,2,40,1
122,4,82,4,1,4,20,20,2,20,1
122,4,83,14,3,5,30,30,2,30,1
122,4,84,8,2,4,30,30,2,30,1
122,4,85,9,2,5,20,20,2,20,1
122,4,86,2,1,2,40,40,2,40,1
122,4,87,20,5,2,80,80,2,80,1
122,4,88,17,4,3,60,70,2,70,1
122,4,89,19,4,5,40,40,2,40,1
122,4,90,15,4,1,80,80,2,80,1
122,4,91,1,1,1,50,50,2,50,1
122,4,92,18,4,4,50,50,2,50,1
122,5,93,5,2,1,60,60,2,60,1
122,5,94,14,3,5,30,30,2,30,1
122,5,95,18,4,4,50,50,2,50,1
122,5,96,7,2,3,40,60,2,60,1
122,5,97,21,5,3,70,70,2,70,1
